,id,name,supertype,subtypes,hp,types,evolvesTo,attacks,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesFrom,weaknesses,resistances,flavorText,level,abilities,rules
120,swshp-SWSH011,Wooloo,Pokémon,['Basic'],60,['Colorless'],['Dubwool'],"[{'name': 'Defense Curl', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Flip a coin. If heads, prevent all damage done to this Pokémon by attacks during your opponent's next turn.""}, {'name': 'Headbutt', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH011,Hitoshi Ariga,Promo,[831],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH011.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH011_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH011', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.1, 'mid': 0.65, 'high': 2.63, 'market': 0.58, 'directLow': 0.59}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",,,
121,dpp-DP20,Magmortar,Pokémon,['Stage 1'],100,['Fire'],,"[{'name': 'Smoke Bomb', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}, {'name': 'Flame Drum', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': ""If Magby isn't anywhere under Magmortar, discard 2 Energy cards from your hand. (If you can't discard 2 Energy cards from your hand, this attack does nothing.)""}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP20,Daisuke Ito,Promo,[467],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP20.png', 'large': 'https://images.pokemontcg.io/dpp/DP20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP20', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 5.0, 'mid': 5.5, 'high': 9.97, 'market': 3.42, 'directLow': None}}}",Magmar,"[{'type': 'Water', 'value': '+30'}]",,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.",,,
122,basep-17,Dark Persian,Pokémon,['Stage 1'],60,['Colorless'],,"[{'name': 'Tempt', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""If your opponent has any Benched Pokémon, flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.""}, {'name': 'Poison Claws', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. if heads, the Defending Pokémon is now Poisoned.'}]",,,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",17,Ken Sugimori,Promo,[53],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/17.png', 'large': 'https://images.pokemontcg.io/basep/17_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-17', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 23.1, 'mid': 29.99, 'high': 59.99, 'market': 30.37, 'directLow': None}}}",Meowth,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-30'}]",Popular with women because of its beautiful fur. The leader of the Rockets keeps one as a pet.,28,,
123,np-10,Mudkip,Pokémon,['Basic'],50,['Water'],['Marshtomp'],"[{'name': 'Pound', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Fury Swipes', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10×', 'text': 'Flip 3 coins. This attack does 10 damage times the number of heads.'}]",['Colorless'],1.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",10,Atsuko Nishida,Promo,[258],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/10.png', 'large': 'https://images.pokemontcg.io/np/10_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-10', 'updatedAt': '2021/05/13', 'prices': {'reverseHolofoil': {'low': 16.99, 'mid': 19.93, 'high': 25.0, 'market': 18.16, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]",,,,,
124,mcd16-11,Meowth,Pokémon,['Basic'],60,['Colorless'],['Persian'],"[{'name': 'Act Tough', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'If this Pokémon has any Darkness Energy attached to it, this attack does 20 more damage.'}]",['Colorless'],1.0,"{'id': 'mcd16', 'name': ""McDonald's Collection 2016"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2016/08/19', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd16/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd16/logo.png'}}",11,Kanako Eo,Promo,[52],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd16/11.png', 'large': 'https://images.pokemontcg.io/mcd16/11_hires.png'}",,,"[{'type': 'Fighting', 'value': '×2'}]",,Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.,,,
125,xyp-XY11,Skiddo,Pokémon,['Basic'],70,['Grass'],['Gogoat'],"[{'name': 'Take Down', 'cost': ['Grass', 'Grass'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'This Pokémon does 10 damage to itself.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY11,5ban Graphics,Promo,[672],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY11.png', 'large': 'https://images.pokemontcg.io/xyp/XY11_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY11', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.79, 'mid': 1.36, 'high': 4.04, 'market': 1.05, 'directLow': 0.79}}}",,"[{'type': 'Fire', 'value': '×2'}]",,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",,,
126,hsp-HGSS12,Cleffa,Pokémon,['Basic'],30,['Colorless'],['Clefairy'],"[{'name': 'Eeeeeeek', 'cost': [], 'convertedEnergyCost': 0, 'damage': '', 'text': 'Shuffle your hand into your deck, then draw 6 cards. Cleffa is now Asleep.'}]",,,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS12,Masakazu Fukuda,Promo,[173],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS12.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS12_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS12', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 22.5, 'mid': 27.93, 'high': 86.48, 'market': 24.0, 'directLow': None}}}",,,,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",,"[{'name': 'Sweet Sleeping Face', 'text': 'As long as Cleffa is Asleep, prevent all damage done to Cleffa by attacks.', 'type': 'Poké-Body'}]",
127,xyp-XY12,Honedge,Pokémon,['Basic'],50,['Metal'],['Doublade'],"[{'name': 'Swords Dance', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""During your next turn, this Pokémon's Slash attack's base damage is 40.""}, {'name': 'Slash', 'cost': ['Metal', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","['Colorless', 'Colorless']",2.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY12,5ban Graphics,Promo,[679],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY12.png', 'large': 'https://images.pokemontcg.io/xyp/XY12_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY12', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.88, 'mid': 1.51, 'high': 5.49, 'market': 1.41, 'directLow': None}}}",,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-20'}]",Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,,,
128,smp-SM14,Lycanroc-GX,Pokémon,"['Stage 1', 'GX']",200,['Fighting'],,"[{'name': 'Crunch', 'cost': ['Fighting', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ""Discard an Energy from your opponent's Active Pokémon.""}, {'name': 'Accelerock', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': ''}, {'name': 'Lycanfang-GX', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '200', 'text': ""Discard 2 Energy from this Pokémon. (You can't use more than 1 GX attack in a game.)""}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM14,5ban Graphics,Promo,[745],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM14.png', 'large': 'https://images.pokemontcg.io/smp/SM14_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM14', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.0, 'mid': 2.1, 'high': 12.27, 'market': 1.96, 'directLow': None}}}",Rockruff,"[{'type': 'Grass', 'value': '×2'}]",,,,,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']"
129,bwp-BW13,Minccino,Pokémon,['Basic'],50,['Colorless'],['Cinccino'],"[{'name': 'Gnaw', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Tail Smack', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW13,Atsuko Nishida,Promo,[572],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW13.png', 'large': 'https://images.pokemontcg.io/bwp/BW13_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW13', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.32, 'mid': 3.66, 'high': 5.0, 'market': 1.45, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",,,
130,mcd16-12,Eevee,Pokémon,['Basic'],60,['Colorless'],"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']","[{'name': 'Tackle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Lunge', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Flip a coin. If tails, this attack does nothing.'}]",['Colorless'],1.0,"{'id': 'mcd16', 'name': ""McDonald's Collection 2016"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2016/08/19', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd16/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd16/logo.png'}}",12,Kouki Saitou,Promo,[133],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd16/12.png', 'large': 'https://images.pokemontcg.io/mcd16/12_hires.png'}",,,"[{'type': 'Fighting', 'value': '×2'}]",,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions.",,,
131,basep-18,Team Rocket's Meowth,Pokémon,['Basic'],40,['Colorless'],['Persian'],"[{'name': 'Miraculous Comeback', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Flip a number of coins equal to the number of Pokémon in play. This attack does 10 damage times the number of heads. Then Team Rocket's Meowth does 10 damage times the number of tails to itself.""}]",['Colorless'],1.0,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",18,Kunihiko Yuyama,Promo,[52],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/18.png', 'large': 'https://images.pokemontcg.io/basep/18_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-18', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 2.91, 'mid': 4.53, 'high': 15.0, 'market': 3.57, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-30'}]","This Pokémon is more active at night. It likes bright, shiny things and cannot resist taking them and adding them to its collection.",30,,
132,swshp-SWSH012,Morpeko,Pokémon,['Basic'],80,['Lightning'],,"[{'name': 'Thunder Shock', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",['Colorless'],1.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH012,Kagemaru Himeno,Promo,[877],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH012.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH012_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH012', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.25, 'mid': 0.59, 'high': 6.45, 'market': 0.55, 'directLow': 0.44}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It's also generating electricity.",,,
133,np-11,Marshtomp,Pokémon,['Stage 1'],70,['Water'],['Swampert'],"[{'name': 'Bubble', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Slash', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ''}]",['Colorless'],1.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",11,Mitsuhiro Arita,Promo,[259],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/11.png', 'large': 'https://images.pokemontcg.io/np/11_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-11', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 40.0, 'mid': 45.0, 'high': 99.99, 'market': None, 'directLow': None}}}",Mudkip,"[{'type': 'Lightning', 'value': '×2'}]",,,,,
134,dpp-DP21,Raichu,Pokémon,['Stage 1'],90,['Lightning'],,"[{'name': 'Electromagnetic Induction', 'cost': [], 'convertedEnergyCost': 0, 'damage': '', 'text': 'Search your deck for up to 2 Lightning Energy cards and attach them to 1 of your Pokémon. Shuffle your deck afterward.'}, {'name': 'Explosive Thunder', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30×', 'text': 'Discard all basic Lightning Energy cards attached to Raichu. This attack does 30 damage times the number of Lightning Energy cards you discarded.'}]",['Colorless'],1.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP21,Daisuke Ito,Promo,[26],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP21.png', 'large': 'https://images.pokemontcg.io/dpp/DP21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP21', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.35, 'mid': 5.45, 'high': 17.0, 'market': 2.5, 'directLow': None}}}",Pikachu,"[{'type': 'Fighting', 'value': '+20'}]","[{'type': 'Metal', 'value': '-20'}]",It turns aggressive if it has too much electricity in its body. It discharges power through its tail.,,,
135,swshp-SWSH013,Galarian Ponyta,Pokémon,['Basic'],70,['Psychic'],['Rapidash'],"[{'name': 'Heal Pulse', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 30 damage from 1 of your Pokémon.'}, {'name': 'Flop', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH013,kirisAki,Promo,[77],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH013.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH013_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH013', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 3.95, 'mid': 5.5, 'high': 16.7, 'market': 4.91, 'directLow': 6.59}}}",,"[{'type': 'Darkness', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]","Its small horn hides a healing power. With a few rubs from this Pokémon's horn, any slight wound you have will be healed.",,,
136,bwp-BW14,Pansage,Pokémon,['Basic'],60,['Grass'],['Simisage'],"[{'name': 'Bullet Seed', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10×', 'text': 'Flip 4 coins. This attack does 10 damage times the number of heads.'}]",['Colorless'],1.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW14,Akira Komayama,Promo,[511],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW14.png', 'large': 'https://images.pokemontcg.io/bwp/BW14_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW14', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 194311.79, 'mid': 194311.79, 'high': 194311.79, 'market': None, 'directLow': None}}}",,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,,,
137,mcd12-1,Servine,Pokémon,['Stage 1'],80,['Grass'],['Serperior'],"[{'name': 'Wrap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Tackle', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]",['Colorless'],1.0,"{'id': 'mcd12', 'name': ""McDonald's Collection 2012"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2012/06/15', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd12/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd12/logo.png'}}",1,Kagemaru Himeno,Promo,[496],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd12/1.png', 'large': 'https://images.pokemontcg.io/mcd12/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd12-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.8, 'mid': 5.19, 'high': 7.99, 'market': 3.38, 'directLow': None}}}",Snivy,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",They avoid attacks by sinking into the shadows of thick foliage. They retaliate with masterful whipping techniques.,,,
138,dpp-DP22,Mime Jr.,Pokémon,['Basic'],40,['Psychic'],,"[{'name': 'Mime', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand.""}]",['Colorless'],1.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP22,Mitsuhiro Arita,Promo,,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP22.png', 'large': 'https://images.pokemontcg.io/dpp/DP22_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP22', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 11.9, 'mid': 17.9, 'high': 27.0, 'market': 6.66, 'directLow': None}}}",,"[{'type': 'Psychic', 'value': '+10'}]",,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",,"[{'name': 'Baby Evolution', 'text': 'Once during your turn (before your attack), you may put Mr. Mime from your hand onto Mime Jr. (this counts as evolving Mime Jr.) and remove all damage counters from Mime Jr.', 'type': 'Poké-Power'}]",
