,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesTo,flavorText,rules
206,pl4-3,Heatran,Pokémon,['Basic'],58,100,['Fire'],,,"[{'name': 'Fire Fang', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'The Defending Pokémon is now Burned.'}, {'name': 'Magma Mantle', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60+', 'text': 'Discard the top 3 cards of your deck. This attack does 60 damage plus 20 more damage for each Fire or Metal Energy card you discarded.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pl4', 'name': 'Arceus', 'series': 'Platinum', 'printedTotal': 99, 'total': 99, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'AR', 'releaseDate': '2009/11/04', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl4/symbol.png', 'logo': 'https://images.pokemontcg.io/pl4/logo.png'}}",3,Keiko Moritsugu,Rare Holo,[485],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl4/3.png', 'large': 'https://images.pokemontcg.io/pl4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl4-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.92, 'mid': 2.0, 'high': 4.99, 'market': 1.45, 'directLow': None}, 'reverseHolofoil': {'low': 2.05, 'mid': 3.51, 'high': 7.36, 'market': 1.58, 'directLow': None}}}",,"Its body is made of rugged steel. However, it is partially melted in spots because of its own heat.",
207,ex4-3,Team Aqua's Kyogre,Pokémon,['Basic'],,100,"['Water', 'Darkness']",,"[{'name': 'Power Saver', 'text': ""As long as the number of Pokémon in play (both yours and your opponent's) that has Team Aqua in its name is 3 or less, Team Aqua's Kyogre can't attack."", 'type': 'Poké-Body'}]","[{'name': 'Aqua Trip', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, the Defending Pokémon is now Asleep.'}, {'name': 'Aqua Smash', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50+', 'text': 'If the Defending Pokémon is affected by a Special Condition, this attack does 50 damage plus 20 more damage.'}]","[{'type': 'Grass', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'ex4', 'name': 'Team Magma vs Team Aqua', 'series': 'EX', 'printedTotal': 95, 'total': 95, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'MA', 'releaseDate': '2004/03/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex4/symbol.png', 'logo': 'https://images.pokemontcg.io/ex4/logo.png'}}",3,K. Hoshiba,Rare Holo,[382],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex4/3.png', 'large': 'https://images.pokemontcg.io/ex4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex4-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 14.33, 'mid': 28.0, 'high': 33.22, 'market': 31.66, 'directLow': None}, 'reverseHolofoil': {'low': 8.99, 'mid': 18.1, 'high': 29.99, 'market': 24.99, 'directLow': None}}}",,,['This Pokémon is both Water Darkness type.']
208,base6-3,Charizard,Pokémon,['Stage 2'],76,120,['Fire'],Charmeleon,"[{'name': 'Energy Burn', 'text': ""As often as you like during your turn (before your attack), you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is affected by a Special Condition."", 'type': 'Pokémon Power'}]","[{'name': 'Fire Spin', 'cost': ['Fire', 'Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 4, 'damage': '100', 'text': 'Discard 2 Energy cards attached to Charizard or this attack does nothing.'}]","[{'type': 'Water', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base6', 'name': 'Legendary Collection', 'series': 'Other', 'printedTotal': 110, 'total': 110, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'LC', 'releaseDate': '2002/05/24', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base6/symbol.png', 'logo': 'https://images.pokemontcg.io/base6/logo.png'}}",3,Mitsuhiro Arita,Rare Holo,[6],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base6/3.png', 'large': 'https://images.pokemontcg.io/base6/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base6-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 400.0, 'mid': 612.03, 'high': 750.0, 'market': 584.22, 'directLow': None}, 'reverseHolofoil': {'low': 998.98, 'mid': 999.99, 'high': 1500.0, 'market': 699.0, 'directLow': None}}}",,Spits fire that is hot enough to melt boulders. Known to unintentionally cause forest fires.,
209,bw5-3,Venusaur,Pokémon,['Stage 2'],,140,['Grass'],Ivysaur,"[{'name': 'Floral Fragrance', 'text': 'Once during your turn (before your attack), you may search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.', 'type': 'Ability'}]","[{'name': 'Poison Powder', 'cost': ['Grass', 'Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '70', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'bw5', 'name': 'Dark Explorers', 'series': 'Black & White', 'printedTotal': 108, 'total': 111, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DEX', 'releaseDate': '2012/05/09', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw5/symbol.png', 'logo': 'https://images.pokemontcg.io/bw5/logo.png'}}",3,Masakazu Fukuda,Rare Holo,[3],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw5/3.png', 'large': 'https://images.pokemontcg.io/bw5/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw5-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 4.93, 'mid': 7.99, 'high': 15.0, 'market': 5.8, 'directLow': None}, 'reverseHolofoil': {'low': 15.99, 'mid': 19.97, 'high': 34.91, 'market': 22.0, 'directLow': 34.91}}}",,"After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.",
210,sm75-2,Charmeleon,Pokémon,['Stage 1'],,80,['Fire'],Charmander,"[{'name': 'Burning Fighter', 'text': 'When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may discard the top 5 cards of your deck. If any of those cards are Fire Energy cards, attach them to this Pokémon.', 'type': 'Ability'}]","[{'name': 'Flamethrower', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': 'Discard an Energy from this Pokémon.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'sm75', 'name': 'Dragon Majesty', 'series': 'Sun & Moon', 'printedTotal': 70, 'total': 78, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DRM', 'releaseDate': '2018/09/07', 'updatedAt': '2018/10/01 21:54:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm75/symbol.png', 'logo': 'https://images.pokemontcg.io/sm75/logo.png'}}",2,kodama,Uncommon,[5],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm75/2.png', 'large': 'https://images.pokemontcg.io/sm75/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm75-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.25, 'mid': 1.0, 'high': 3.99, 'market': 1.3, 'directLow': 2.17}, 'reverseHolofoil': {'low': 2.69, 'mid': 3.26, 'high': 12.13, 'market': 1.61, 'directLow': None}}}",['Charizard'],"When it swings its burning tail, it elevates the air temperature to unbearably high levels.",
211,ex3-5,Golem,Pokémon,['Stage 2'],,120,['Fighting'],Graveler,,"[{'name': 'Rock Vengeance', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20+', 'text': 'Does 20 damage plus 10 more damage for each damage counter on all of your Active Pokémon.'}, {'name': 'Rock Slide', 'cost': ['Fighting', 'Fighting', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 5, 'damage': '60', 'text': ""Does 20 damage to 2 of your opponent's Benched Pokémon (1 if there is only 1). (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'ex3', 'name': 'Dragon', 'series': 'EX', 'printedTotal': 97, 'total': 97, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DR', 'releaseDate': '2003/09/18', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex3/symbol.png', 'logo': 'https://images.pokemontcg.io/ex3/logo.png'}}",5,Hisao Nakamura,Rare Holo,[76],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex3/5.png', 'large': 'https://images.pokemontcg.io/ex3/5_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex3-5', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 11.99, 'mid': 13.99, 'high': 22.47, 'market': 22.47, 'directLow': None}, 'reverseHolofoil': {'low': 7.99, 'mid': 13.76, 'high': 17.05, 'market': 12.73, 'directLow': None}}}",,,
212,bw1-3,Servine,Pokémon,['Stage 1'],,80,['Grass'],Snivy,,"[{'name': 'Wrap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Tackle', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'bw1', 'name': 'Black & White', 'series': 'Black & White', 'printedTotal': 114, 'total': 114, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BLW', 'releaseDate': '2011/04/25', 'updatedAt': '2018/11/29 19:56:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw1/symbol.png', 'logo': 'https://images.pokemontcg.io/bw1/logo.png'}}",3,Kagemaru Himeno,Uncommon,[496],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw1/3.png', 'large': 'https://images.pokemontcg.io/bw1/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw1-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.15, 'mid': 0.32, 'high': 1.25, 'market': 0.25, 'directLow': 0.28}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.5, 'high': 1.49, 'market': 0.57, 'directLow': None}}}",['Serperior'],They avoid attacks by sinking into the shadows of thick foliage. They retaliate with masterful whipping techniques.,
213,sm5-3,Yanmega,Pokémon,['Stage 1'],,120,['Grass'],Yanma,,"[{'name': 'Supersonic', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Cutting Wind', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '120', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'sm5', 'name': 'Ultra Prism', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UPR', 'releaseDate': '2018/02/02', 'updatedAt': '2019/02/19 23:25:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm5/symbol.png', 'logo': 'https://images.pokemontcg.io/sm5/logo.png'}}",3,SATOSHI NAKAI,Uncommon,[469],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm5/3.png', 'large': 'https://images.pokemontcg.io/sm5/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm5-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.04, 'mid': 0.25, 'high': 999.99, 'market': 0.1, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.35, 'high': 999.99, 'market': 0.25, 'directLow': 0.25}}}",,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,
214,base3-5,Gengar,Pokémon,['Stage 2'],38,80,['Psychic'],Haunter,"[{'name': 'Curse', 'text': ""Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokémon to another (even if it would Knock Out the other Pokémon). This power can't be used if Gengar is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Dark Mind', 'cost': ['Psychic', 'Psychic', 'Psychic'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",,"[{'type': 'Fighting', 'value': '-30'}]",['Colorless'],1.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",5,Keiji Kinebuchi,Rare Holo,[94],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/5.png', 'large': 'https://images.pokemontcg.io/base3/5_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-5', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 24.94, 'mid': 50.0, 'high': 189.99, 'market': 47.59, 'directLow': 39.99}, '1stEditionHolofoil': {'low': 115.0, 'mid': 290.0, 'high': 349.99, 'market': 120.03, 'directLow': None}}}",,"Under a full moon, this Pokémon likes to mimic the shadows of people and laugh at their fright.",
215,bw4-3,Kricketot,Pokémon,['Basic'],,60,['Grass'],,,"[{'name': 'Beat', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Double Headbutt', 'cost': ['Grass', 'Grass'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip 2 coins. This attack does 10 more damage for each heads.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'bw4', 'name': 'Next Destinies', 'series': 'Black & White', 'printedTotal': 99, 'total': 103, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'NXD', 'releaseDate': '2012/02/08', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw4/symbol.png', 'logo': 'https://images.pokemontcg.io/bw4/logo.png'}}",3,MAHOU,Common,[401],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw4/3.png', 'large': 'https://images.pokemontcg.io/bw4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw4-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.1, 'mid': 0.25, 'high': 1.25, 'market': 0.11, 'directLow': 0.23}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.43, 'high': 0.99, 'market': 0.2, 'directLow': 0.25}}}",['Kricketune'],"Its legs are short. Whenever it stumbles, its stiff antennae clack with a xylophone-like sound.",
216,swsh35-4,Beedrill,Pokémon,['Stage 2'],,140,['Grass'],Kakuna,,"[{'name': 'Poison Jab', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '80', 'text': ""Your opponent's Active Pokémon is now Poisoned.""}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'swsh35', 'name': ""Champion's Path"", 'series': 'Sword & Shield', 'printedTotal': 73, 'total': 80, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CPA', 'releaseDate': '2020/09/25', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh35/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh35/logo.png'}}",4,Hideki Ishikawa,Uncommon,[15],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh35/4.png', 'large': 'https://images.pokemontcg.io/swsh35/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh35-4', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.03, 'mid': 0.15, 'high': 3.99, 'market': 0.08, 'directLow': 0.08}, 'reverseHolofoil': {'low': 0.08, 'mid': 0.29, 'high': 1.99, 'market': 0.24, 'directLow': 0.19}}}",,"May appear in a swarm. Flies at violent speeds, all the while stabbing with the toxic stinger on its rear.",
217,dv1-5,Dragonite,Pokémon,['Stage 2'],,150,['Dragon'],Dragonair,,"[{'name': 'Hyper Beam', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'Flip a coin. If heads, discard an Energy attached to the Defending Pokémon.'}, {'name': 'Hurricane Tail', 'cost': ['Grass', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60×', 'text': 'Flip 4 coins. This attack does 60 damage times the number of heads.'}]","[{'type': 'Dragon', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'dv1', 'name': 'Dragon Vault', 'series': 'Black & White', 'printedTotal': 20, 'total': 20, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DRV', 'releaseDate': '2012/10/05', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/dv1/symbol.png', 'logo': 'https://images.pokemontcg.io/dv1/logo.png'}}",5,Mitsuhiro Arita,Rare Holo,[149],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/dv1/5.png', 'large': 'https://images.pokemontcg.io/dv1/5_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dv1-5', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 11.99, 'mid': 19.99, 'high': 94.99, 'market': 6.95, 'directLow': None}}}",,It is said to make its home somewhere in the sea. It guides crews of shipwrecks to shore.,
218,ex8-3,Breloom,Pokémon,['Stage 1'],,80,['Fighting'],Shroomish,,"[{'name': 'Leaf Poison', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'If Breloom has any Grass Energy attached to it, the Defending Pokémon is now Poisoned.'}, {'name': 'Hustle Punch', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70-', 'text': ""During your next turn, Hustle Punch attack's base damage is 50 instead of 70.""}]","[{'type': 'Psychic', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'ex8', 'name': 'Deoxys', 'series': 'EX', 'printedTotal': 107, 'total': 107, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DX', 'releaseDate': '2005/02/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex8/symbol.png', 'logo': 'https://images.pokemontcg.io/ex8/logo.png'}}",3,Hajime Kusajima,Rare Holo,[286],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex8/3.png', 'large': 'https://images.pokemontcg.io/ex8/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex8-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 4.22, 'mid': 18.5, 'high': 69.69, 'market': 6.55, 'directLow': None}, 'reverseHolofoil': {'low': 5.59, 'mid': 6.0, 'high': 14.99, 'market': 8.58, 'directLow': None}}}",,,
219,pop7-4,Latios,Pokémon,['Basic'],47,90,['Colorless'],,,"[{'name': 'Energy Draw', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, search your deck for a basic Energy card and attach it to Latios. Shuffle your deck afterward.'}, {'name': 'Luster Purge', 'cost': ['Grass', 'Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '120', 'text': 'Discard 3 Energy attached to Latios.'}]","[{'type': 'Colorless', 'value': '+20'}]","[{'type': 'Fighting', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'pop7', 'name': 'POP Series 7', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2008/03/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop7/symbol.png', 'logo': 'https://images.pokemontcg.io/pop7/logo.png'}}",4,Daisuke Ito,Rare,[381],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop7/4.png', 'large': 'https://images.pokemontcg.io/pop7/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop7-4', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 1.0, 'mid': 2.33, 'high': 8.0, 'market': 1.01, 'directLow': None}, 'holofoil': {'low': 6.99, 'mid': 7.98, 'high': 39.98, 'market': 5.21, 'directLow': None}}}",,"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.",
220,xy4-3,Yanma,Pokémon,['Basic'],,70,['Grass'],,,"[{'name': 'Air Slash', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Discard an Energy attached to this Pokémon.'}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'xy4', 'name': 'Phantom Forces', 'series': 'XY', 'printedTotal': 119, 'total': 119, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PHF', 'releaseDate': '2014/11/05', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy4/symbol.png', 'logo': 'https://images.pokemontcg.io/xy4/logo.png'}}",3,Shin Nagasawa,Common,[193],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy4/3.png', 'large': 'https://images.pokemontcg.io/xy4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy4-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.01, 'mid': 0.25, 'high': 1.25, 'market': 0.14, 'directLow': 0.07}, 'reverseHolofoil': {'low': 0.13, 'mid': 0.38, 'high': 1.95, 'market': 0.25, 'directLow': 0.14}}}",['Yanmega'],Its eyes can see 360 degrees without moving its head. It won't miss prey—even those behind it.,
221,bw10-4,Cradily,Pokémon,['Stage 1'],,120,['Grass'],Lileep,,"[{'name': 'Lifesplosion', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'For each Energy attached to this Pokémon, search your deck for a Stage 2 Pokémon and put it onto your Bench. Shuffle your deck afterward.'}, {'name': 'Spiral Drain', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': 'Heal 20 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'bw10', 'name': 'Plasma Blast', 'series': 'Black & White', 'printedTotal': 101, 'total': 105, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PLB', 'releaseDate': '2013/08/14', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw10/symbol.png', 'logo': 'https://images.pokemontcg.io/bw10/logo.png'}}",4,kawayoo,Rare,[346],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw10/4.png', 'large': 'https://images.pokemontcg.io/bw10/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw10-4', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 1.2, 'mid': 2.31, 'high': 8.99, 'market': 2.05, 'directLow': 1.22}, 'reverseHolofoil': {'low': 1.35, 'mid': 3.98, 'high': 24.48, 'market': 4.01, 'directLow': 24.48}}}",,"It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches.",
222,dp1-3,Electivire,Pokémon,['Stage 1'],46,100,['Lightning'],Electabuzz,"[{'name': 'Intense Voltage', 'text': ""As often as you like during your turn (before your attack), if Elekid is anywhere under Electivire, you may move a Lightning Energy attached to your Pokémon to Electivire. This power can't be used if Electivire is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Giga Impact', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60', 'text': ""You may discard all Lightning Energy attached to Electivire. If you do, this attack's base damage is 120 instead of 60.""}]","[{'type': 'Fighting', 'value': '+20'}]","[{'type': 'Metal', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'dp1', 'name': 'Diamond & Pearl', 'series': 'Diamond & Pearl', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp1/symbol.png', 'logo': 'https://images.pokemontcg.io/dp1/logo.png'}}",3,Nakaoka,Rare Holo,[466],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp1/3.png', 'large': 'https://images.pokemontcg.io/dp1/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp1-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 7.22, 'mid': 9.49, 'high': 17.5, 'market': 3.31, 'directLow': None}, 'reverseHolofoil': {'low': 12.95, 'mid': 16.44, 'high': 18.35, 'market': 2.17, 'directLow': None}}}",,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",
