id,name,number,legalities,images,prices,set_id,set_name,date
swsh1-136,Cufant,136/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/136.png', 'large': 'https://images.pokemontcg.io/swsh1/136_hires.png'}","{'reverseHolofoil': {'low': 0.07, 'mid': 0.26, 'high': 1.0, 'market': 0.22}, 'normal': {'low': 0.02, 'mid': 0.13, 'high': 10.88, 'market': 0.08}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh3-127,Klinklang,127/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/127.png', 'large': 'https://images.pokemontcg.io/swsh3/127_hires.png'}","{'normal': {'low': 0.1, 'mid': 0.27, 'high': 2.5, 'market': 0.27}, 'reverseHolofoil': {'low': 0.18, 'mid': 0.49, 'high': 1.49, 'market': 0.5}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh4-131,Snorlax,131/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/131.png', 'large': 'https://images.pokemontcg.io/swsh4/131_hires.png'}","{'holofoil': {'low': 1.8, 'mid': 3.23, 'high': 999.99, 'market': 2.77}, 'reverseHolofoil': {'low': 2.0, 'mid': 4.01, 'high': 999.99, 'market': 3.48}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh2-138,Duraludon,138/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/138.png', 'large': 'https://images.pokemontcg.io/swsh2/138_hires.png'}","{'holofoil': {'low': 0.25, 'mid': 0.89, 'high': 4.0, 'market': 0.74}, 'reverseHolofoil': {'low': 0.45, 'mid': 1.33, 'high': 3.99, 'market': 1.37}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh1-137,Copperajah,137/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/137.png', 'large': 'https://images.pokemontcg.io/swsh1/137_hires.png'}","{'reverseHolofoil': {'low': 0.25, 'mid': 0.62, 'high': 9.95, 'market': 0.62}, 'holofoil': {'low': 0.09, 'mid': 0.5, 'high': 9.95, 'market': 0.49}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh4-132,Lugia,132/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/132.png', 'large': 'https://images.pokemontcg.io/swsh4/132_hires.png'}","{'holofoil': {'low': 0.7, 'mid': 2.4, 'high': 9.95, 'market': 2.34}, 'reverseHolofoil': {'low': 1.0, 'mid': 2.47, 'high': 9.95, 'market': 1.9}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-128,Galarian Stunfisk V,128/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/128.png', 'large': 'https://images.pokemontcg.io/swsh3/128_hires.png'}","{'holofoil': {'low': 0.59, 'mid': 1.75, 'high': 9.95, 'market': 1.64}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh4-133,Taillow,133/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/133.png', 'large': 'https://images.pokemontcg.io/swsh4/133_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 10.87, 'market': 0.21}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.83, 'market': 0.07}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh2-139,Zacian,139/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/139.png', 'large': 'https://images.pokemontcg.io/swsh2/139_hires.png'}","{'reverseHolofoil': {'low': 0.34, 'mid': 1.0, 'high': 3.95, 'market': 1.08}, 'normal': {'low': 0.3, 'mid': 0.74, 'high': 2.0, 'market': 0.56}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh3-129,Meltan,129/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/129.png', 'large': 'https://images.pokemontcg.io/swsh3/129_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.29, 'high': 1.79, 'market': 0.21}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.79, 'market': 0.08}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh1-138,Zacian V,138/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/138.png', 'large': 'https://images.pokemontcg.io/swsh1/138_hires.png'}","{'holofoil': {'low': 1.99, 'mid': 3.99, 'high': 35.0, 'market': 3.59}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh2-140,Zamazenta,140/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/140.png', 'large': 'https://images.pokemontcg.io/swsh2/140_hires.png'}","{'reverseHolofoil': {'low': 0.5, 'mid': 0.77, 'high': 45.55, 'market': 0.73}, 'normal': {'low': 0.15, 'mid': 0.6, 'high': 1.99, 'market': 0.45}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh4-134,Swellow,134/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/134.png', 'large': 'https://images.pokemontcg.io/swsh4/134_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.82, 'market': 0.06}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.25, 'high': 1.33, 'market': 0.21}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-130,Melmetal,130/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/130.png', 'large': 'https://images.pokemontcg.io/swsh3/130_hires.png'}","{'normal': {'low': 0.1, 'mid': 0.25, 'high': 1.19, 'market': 0.25}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.5, 'high': 1.49, 'market': 0.43}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh1-139,Zamazenta V,139/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/139.png', 'large': 'https://images.pokemontcg.io/swsh1/139_hires.png'}","{'holofoil': {'low': 2.0, 'mid': 3.99, 'high': 29.95, 'market': 3.97}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh2-141,Snorlax,141/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/141.png', 'large': 'https://images.pokemontcg.io/swsh2/141_hires.png'}","{'reverseHolofoil': {'low': 0.25, 'mid': 0.75, 'high': 2.25, 'market': 0.83}, 'normal': {'low': 0.1, 'mid': 0.46, 'high': 1.09, 'market': 0.48}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh2-142,Chatot,142/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/142.png', 'large': 'https://images.pokemontcg.io/swsh2/142_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.15, 'high': 1.0, 'market': 0.07}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.3, 'high': 1.2, 'market': 0.22}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh4-135,Whismur,135/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/135.png', 'large': 'https://images.pokemontcg.io/swsh4/135_hires.png'}","{'reverseHolofoil': {'low': 0.07, 'mid': 0.25, 'high': 1.3, 'market': 0.24}, 'normal': {'low': 0.01, 'mid': 0.12, 'high': 10.8, 'market': 0.06}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh1-140,Snorlax,140/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/140.png', 'large': 'https://images.pokemontcg.io/swsh1/140_hires.png'}","{'reverseHolofoil': {'low': 0.35, 'mid': 1.02, 'high': 9.95, 'market': 1.02}, 'normal': {'low': 0.1, 'mid': 0.39, 'high': 10.89, 'market': 0.39}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh3-131,Cufant,131/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/131.png', 'large': 'https://images.pokemontcg.io/swsh3/131_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.83, 'market': 0.07}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.3, 'high': 1.99, 'market': 0.19}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh4-136,Loudred,136/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/136.png', 'large': 'https://images.pokemontcg.io/swsh4/136_hires.png'}","{'reverseHolofoil': {'low': 0.02, 'mid': 0.29, 'high': 1.33, 'market': 0.26}, 'normal': {'low': 0.04, 'mid': 0.15, 'high': 10.83, 'market': 0.07}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-132,Copperajah,132/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/132.png', 'large': 'https://images.pokemontcg.io/swsh3/132_hires.png'}","{'holofoil': {'low': 0.19, 'mid': 0.5, 'high': 1.57, 'market': 0.46}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.56, 'high': 2.25, 'market': 0.54}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh2-143,Pidove,143/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/143.png', 'large': 'https://images.pokemontcg.io/swsh2/143_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.26, 'high': 1.16, 'market': 0.24}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 1.0, 'market': 0.08}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh1-141,Snorlax V,141/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/141.png', 'large': 'https://images.pokemontcg.io/swsh1/141_hires.png'}","{'holofoil': {'low': 1.15, 'mid': 2.6, 'high': 19.95, 'market': 2.62}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh4-137,Exploud,137/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/137.png', 'large': 'https://images.pokemontcg.io/swsh4/137_hires.png'}","{'normal': {'low': 0.05, 'mid': 0.25, 'high': 5.0, 'market': 0.22}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.54, 'high': 999.99, 'market': 0.46}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-133,Kangaskhan,133/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/133.png', 'large': 'https://images.pokemontcg.io/swsh3/133_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.64, 'high': 11.02, 'market': 0.53}, 'holofoil': {'low': 0.15, 'mid': 0.5, 'high': 6.99, 'market': 0.52}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh2-144,Tranquill,144/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/144.png', 'large': 'https://images.pokemontcg.io/swsh2/144_hires.png'}","{'reverseHolofoil': {'low': 0.14, 'mid': 0.3, 'high': 1.16, 'market': 0.25}, 'normal': {'low': 0.03, 'mid': 0.15, 'high': 1.0, 'market': 0.07}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh1-142,Snorlax VMAX,142/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/142.png', 'large': 'https://images.pokemontcg.io/swsh1/142_hires.png'}","{'holofoil': {'low': 9.99, 'mid': 14.11, 'high': 69.95, 'market': 13.94}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh4-138,Rayquaza,138/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/138.png', 'large': 'https://images.pokemontcg.io/swsh4/138_hires.png'}","{'holofoil': {'low': 14.0, 'mid': 21.89, 'high': 189.99, 'market': 16.7}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh2-145,Unfezant,145/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/145.png', 'large': 'https://images.pokemontcg.io/swsh2/145_hires.png'}","{'reverseHolofoil': {'low': 0.19, 'mid': 0.45, 'high': 1.95, 'market': 0.39}, 'normal': {'low': 0.1, 'mid': 0.25, 'high': 1.0, 'market': 0.25}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh3-134,Tauros,134/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/134.png', 'large': 'https://images.pokemontcg.io/swsh3/134_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.25, 'high': 10.88, 'market': 0.25}, 'normal': {'low': 0.03, 'mid': 0.18, 'high': 10.83, 'market': 0.1}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh3-135,Sentret,135/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/135.png', 'large': 'https://images.pokemontcg.io/swsh3/135_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.28, 'high': 1.24, 'market': 0.19}, 'normal': {'low': 0.01, 'mid': 0.14, 'high': 10.83, 'market': 0.07}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh1-143,Hoothoot,143/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/143.png', 'large': 'https://images.pokemontcg.io/swsh1/143_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.26, 'high': 10.93, 'market': 0.22}, 'normal': {'low': 0.05, 'mid': 0.15, 'high': 10.84, 'market': 0.08}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh2-146,Bunnelby,146/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/146.png', 'large': 'https://images.pokemontcg.io/swsh2/146_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 1.0, 'market': 0.09}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.27, 'high': 1.27, 'market': 0.24}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh4-139,Chatot,139/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/139.png', 'large': 'https://images.pokemontcg.io/swsh4/139_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.81, 'market': 0.07}, 'reverseHolofoil': {'low': 0.07, 'mid': 0.25, 'high': 10.0, 'market': 0.21}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh2-147,Diggersby,147/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/147.png', 'large': 'https://images.pokemontcg.io/swsh2/147_hires.png'}","{'reverseHolofoil': {'low': 0.24, 'mid': 0.44, 'high': 2.0, 'market': 0.42}, 'normal': {'low': 0.1, 'mid': 0.25, 'high': 1.0, 'market': 0.25}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh1-144,Noctowl,144/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/144.png', 'large': 'https://images.pokemontcg.io/swsh1/144_hires.png'}","{'reverseHolofoil': {'low': 0.15, 'mid': 0.48, 'high': 11.03, 'market': 0.46}, 'normal': {'low': 0.05, 'mid': 0.25, 'high': 10.93, 'market': 0.24}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh4-140,Togekiss V,140/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/140.png', 'large': 'https://images.pokemontcg.io/swsh4/140_hires.png'}","{'holofoil': {'low': 1.0, 'mid': 1.75, 'high': 19.95, 'market': 1.6}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-136,Furret,136/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/136.png', 'large': 'https://images.pokemontcg.io/swsh3/136_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.2, 'high': 10.82, 'market': 0.1}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.25, 'high': 1.79, 'market': 0.24}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh2-148,Hawlucha,148/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/148.png', 'large': 'https://images.pokemontcg.io/swsh2/148_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.15, 'high': 1.0, 'market': 0.06}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.31, 'high': 1.19, 'market': 0.14}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh1-145,Minccino,145/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/145.png', 'large': 'https://images.pokemontcg.io/swsh1/145_hires.png'}","{'normal': {'low': 0.05, 'mid': 0.24, 'high': 10.83, 'market': 0.23}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.35, 'high': 10.93, 'market': 0.35}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh4-141,Togekiss VMAX,141/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/141.png', 'large': 'https://images.pokemontcg.io/swsh4/141_hires.png'}","{'holofoil': {'low': 2.35, 'mid': 3.87, 'high': 5000.0, 'market': 3.25}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-137,Dunsparce,137/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/137.png', 'large': 'https://images.pokemontcg.io/swsh3/137_hires.png'}","{'normal': {'low': 0.02, 'mid': 0.14, 'high': 10.82, 'market': 0.05}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.25, 'high': 10.88, 'market': 0.21}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh2-149,Stufful,149/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/149.png', 'large': 'https://images.pokemontcg.io/swsh2/149_hires.png'}","{'reverseHolofoil': {'low': 0.05, 'mid': 0.29, 'high': 1.16, 'market': 0.23}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 0.99, 'market': 0.08}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh4-142,Tornadus,142/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/142.png', 'large': 'https://images.pokemontcg.io/swsh4/142_hires.png'}","{'reverseHolofoil': {'low': 0.2, 'mid': 0.67, 'high': 3.0, 'market': 0.64}, 'holofoil': {'low': 0.2, 'mid': 0.49, 'high': 999.99, 'market': 0.41}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh1-146,Minccino,146/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/146.png', 'large': 'https://images.pokemontcg.io/swsh1/146_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.29, 'high': 1.13, 'market': 0.26}, 'normal': {'low': 0.04, 'mid': 0.16, 'high': 10.87, 'market': 0.11}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh3-138,Teddiursa,138/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/138.png', 'large': 'https://images.pokemontcg.io/swsh3/138_hires.png'}","{'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.82, 'market': 0.07}, 'reverseHolofoil': {'low': 0.06, 'mid': 0.25, 'high': 1.25, 'market': 0.19}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh2-150,Bewear,150/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/150.png', 'large': 'https://images.pokemontcg.io/swsh2/150_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.27, 'high': 1.19, 'market': 0.27}, 'normal': {'low': 0.05, 'mid': 0.15, 'high': 1.0, 'market': 0.07}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh4-143,Pikipek,143/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/143.png', 'large': 'https://images.pokemontcg.io/swsh4/143_hires.png'}","{'reverseHolofoil': {'low': 0.07, 'mid': 0.31, 'high': 1.36, 'market': 0.32}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 10.81, 'market': 0.05}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh1-147,Cinccino,147/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/147.png', 'large': 'https://images.pokemontcg.io/swsh1/147_hires.png'}","{'reverseHolofoil': {'low': 0.2, 'mid': 0.77, 'high': 9.95, 'market': 0.78}, 'normal': {'low': 0.1, 'mid': 0.5, 'high': 2.5, 'market': 0.67}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh3-139,Ursaring,139/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/139.png', 'large': 'https://images.pokemontcg.io/swsh3/139_hires.png'}","{'normal': {'low': 0.04, 'mid': 0.15, 'high': 10.83, 'market': 0.07}, 'reverseHolofoil': {'low': 0.08, 'mid': 0.29, 'high': 1.29, 'market': 0.24}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh2-151,Skwovet,151/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/151.png', 'large': 'https://images.pokemontcg.io/swsh2/151_hires.png'}","{'reverseHolofoil': {'low': 0.08, 'mid': 0.25, 'high': 0.88, 'market': 0.19}, 'normal': {'low': 0.01, 'mid': 0.14, 'high': 1.0, 'market': 0.06}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh4-144,Trumbeak,144/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/144.png', 'large': 'https://images.pokemontcg.io/swsh4/144_hires.png'}","{'normal': {'low': 0.01, 'mid': 0.2, 'high': 10.83, 'market': 0.09}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.26, 'high': 10.82, 'market': 0.25}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-140,Lugia,140/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/140.png', 'large': 'https://images.pokemontcg.io/swsh3/140_hires.png'}","{'reverseHolofoil': {'low': 1.21, 'mid': 2.99, 'high': 7.99, 'market': 2.06}, 'normal': {'low': 0.09, 'mid': 0.47, 'high': 5.0, 'market': 0.47}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh1-148,Oranguru,148/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/148.png', 'large': 'https://images.pokemontcg.io/swsh1/148_hires.png'}","{'holofoil': {'low': 0.45, 'mid': 1.5, 'high': 9.95, 'market': 1.47}, 'reverseHolofoil': {'low': 0.54, 'mid': 1.75, 'high': 9.95, 'market': 1.28}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
swsh2-152,Greedent,152/192,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/152.png', 'large': 'https://images.pokemontcg.io/swsh2/152_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.57, 'high': 2.0, 'market': 0.66}, 'normal': {'low': 0.1, 'mid': 0.36, 'high': 1.25, 'market': 0.37}}",swsh2,Rebel Clash,2021-06-03 20:20:32.347641
swsh4-145,Toucannon,145/185,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/145.png', 'large': 'https://images.pokemontcg.io/swsh4/145_hires.png'}","{'reverseHolofoil': {'low': 0.1, 'mid': 0.5, 'high': 999.99, 'market': 0.46}, 'normal': {'low': 0.04, 'mid': 0.25, 'high': 1.34, 'market': 0.22}}",swsh4,Vivid Voltage,2021-06-03 20:20:32.347641
swsh3-141,Skitty,141/189,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/141.png', 'large': 'https://images.pokemontcg.io/swsh3/141_hires.png'}","{'reverseHolofoil': {'low': 0.09, 'mid': 0.26, 'high': 1.79, 'market': 0.25}, 'normal': {'low': 0.03, 'mid': 0.15, 'high': 10.81, 'market': 0.08}}",swsh3,Darkness Ablaze,2021-06-03 20:20:32.347641
swsh1-149,Drampa,149/202,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/149.png', 'large': 'https://images.pokemontcg.io/swsh1/149_hires.png'}","{'normal': {'low': 0.1, 'mid': 0.25, 'high': 10.93, 'market': 0.23}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.5, 'high': 11.0, 'market': 0.44}}",swsh1,Sword & Shield,2021-06-03 20:20:32.347641
